inventory_id	bibtex_key	language_code_id	source	alternative_language_names
351	Abraham1959	hau	UPSID	HAUSA
351	Abraham1959a	hau	UPSID	HAUSA
351	BraunerAshiwajn1965	hau	UPSID	HAUSA
351	Greenberg1941	hau	UPSID	HAUSA
351	Hodge1947	hau	UPSID	HAUSA
351	HodgeUmaru1963	hau	UPSID	HAUSA
351	Kraft1963	hau	UPSID	HAUSA
351	KraftKirk-Greene1973	hau	UPSID	HAUSA
351	KraftKraft1973	hau	UPSID	HAUSA
351	Taylor1959	hau	UPSID	HAUSA
352	PukuiElbert1965	haw	UPSID	HAWAIIAN
352	ElbertPukui1979	haw	UPSID	HAWAIIAN
352	Schutz1981	haw	UPSID	HAWAIIAN
353	Sapir1923	hdn	UPSID	HAIDA
354	Kelkar1968	hin	UPSID	HINDI-URDU
354	Ohala1983	hin	UPSID	HINDI-URDU
354	Pinnow1953	hin	UPSID	HINDI-URDU
354	Srivastava1969	hin	UPSID	HINDI-URDU
354	VermeerSharma1966	hin	UPSID	HINDI-URDU
355	Derbyshire1985	hix	UPSID	HIXKARYANA
356	KluckhohnMacLeish1955	hop	UPSID	HOPI
356	Voegelin1956	hop	UPSID	HOPI
356	Whorf1946	hop	UPSID	HOPI
357	DempwolffND	hts	UPSID	HADZA
357	TuckerMpaayei1955	hts	UPSID	HADZA
358	Banhidi_etal1965	hun	UPSID	HUNGARIAN
358	Hall1938	hun	UPSID	HUNGARIAN
358	Hall1944	hun	UPSID	HUNGARIAN
358	Kalman1972	hun	UPSID	HUNGARIAN
359	Golla1970	hup	UPSID	HUPA
359	Woodward1964	hup	UPSID	HUPA
360	LarsenPike1949	hus	UPSID	HUASTECO
360	Ochoa-Peralta1984	hus	UPSID	HUASTECO
361	Stairs_etal1981	huv	UPSID	HUAVE
361	Suarez1975	huv	UPSID	HUAVE
362	Allen1950	hye	UPSID	ARMENIAN
363	Haudricourt1971	iai	UPSID	IAI
363	Ozanne-Rivierre1976	iai	UPSID	IAI
363	Tryon1968	iai	UPSID	IAI
364	Kuala1981	iba	UPSID	IBAN
364	Scott1957	iba	UPSID	IBAN
365	Carnochan1948	ibo	UPSID	IGBO
365	Ladefoged1964	ibo	UPSID	IGBO
365	Ladefoged1976	ibo	UPSID	IGBO
365	Swift_etal1962	ibo	UPSID	IGBO
365	Ward1936	ibo	UPSID	IGBO
365	Williamson1969	ibo	UPSID	IGBO
366	OttOtt1967	ign	UPSID	MOXO
367	Williamson1965	ijc	UPSID	KOLOKUMA IJO
368	Heine1975b	ikx	UPSID	IK
369	Voorhoeve1989	irh	UPSID	IRARUTU
370	Whiteley1958	irk	UPSID	IRAQW
371	Meader1967	irn	UPSID	IRANXE
372	Donwa1982	iso	UPSID	ISOKO
373	Volodin1976	itl	UPSID	ITELMEN
374	LiccardiGrimes1968	ito	UPSID	ITONAMA
375	Mao_etal1982	ium	UPSID	MIEN
375	Purnell1965	ium	UPSID	MIEN
376	CottleCottle1958	ivv	UPSID	IVATAN
376	HeyeHeye1967	ivv	UPSID	IVATAN
376	HidalgoHidalgo1971	ivv	UPSID	IVATAN
377	Laycock1965	iwm	UPSID	IWAM
378	Craig1977	jac	UPSID	JACALTEC
378	Day1973	jac	UPSID	JACALTEC
379	HuttarKirton1981	jao	UPSID	YANYUWA
379	Kirton1967	jao	UPSID	YANYUWA
379	KirtonCharlie1978	jao	UPSID	YANYUWA
380	Fagan1988	jav	UPSID	JAVANESE
380	Horne1961	jav	UPSID	JAVANESE
380	Herrfurth1964	jav	UPSID	JAVANESE
380	Uhlenbeck1963	jav	UPSID	JAVANESE
381	Bendor-Samuel1961	jeb	UPSID	JEBERO
382	FlemingDennis1977	jic	UPSID	TOL
383	BeasleyPike1957	jiv	UPSID	JIVARO
384	Bloch1950	jpn	UPSID	JAPANESE
384	Jorden1963	jpn	UPSID	JAPANESE
384	Martin1952	jpn	UPSID	JAPANESE
384	Shibatani1990	jpn	UPSID	JAPANESE
385	Hardman1966	jqr	UPSID	JAQARU
385	Hardman1983	jqr	UPSID	JAQARU
386	DurbinSeijas1972	jru	UPSID	JAPRERIA
387	Liu1964	kac	UPSID	JINGPHO
388	Kleinschmidt1851	kal	UPSID	INUIT
388	Rischel1974	kal	UPSID	INUIT
388	Thalbitzer1904	kal	UPSID	INUIT
389	Bhat1987	kas	UPSID	KASHMIRI
389	KelkarTrisal1964	kas	UPSID	KASHMIRI
389	Zakharin1974	kas	UPSID	KASHMIRI
389	ZakharinEdelman1971	kas	UPSID	KASHMIRI
390	Neisser1953	kat	UPSID	GEORGIAN
390	RobinsWaterson1952	kat	UPSID	GEORGIAN
390	Selmer1935	kat	UPSID	GEORGIAN
390	Tschenkeli1958	kat	UPSID	GEORGIAN
390	Vogt1938	kat	UPSID	GEORGIAN
390	Vogt1958	kat	UPSID	GEORGIAN
390	Vogt1971	kat	UPSID	GEORGIAN
391	Kuipers1960	kbd	UPSID	KABARDIAN
392	Howard1976	kbh	UPSID	CAMSA
392	Howard1972	kbh	UPSID	CAMSA
392	Mongui1981	kbh	UPSID	CAMSA
393	Dutton1969	kbk	UPSID	KOIARI
394	Fleming1976	kbr	UPSID	KEFA
395	Voorhoeve1971	kbv	UPSID	DERA
396	Gulya1966	kca	UPSID	KHANTY
396	Katz1975	kca	UPSID	KHANTY
396	Steinitz1950	kca	UPSID	KHANTY
397	Freeze1975	kek	UPSID	K'EKCHI
397	Haeseriju1966	kek	UPSID	K'EKCHI
398	Ebert1976	ker	UPSID	KERA
398	Ebert1979	ker	UPSID	KERA
399	Dulzon1968	ket	UPSID	KET
399	Krejnovich1968	ket	UPSID	KET
400	Emeneau1944	kfe	UPSID	KOTA
401	Tyler1969	kff	UPSID	KOYA
402	Henry1935	kgp	UPSID	KAINGANG
402	Kindell1972	kgp	UPSID	KAINGANG
402	Wiesemann1972	kgp	UPSID	KAINGANG
403	Rabel1961	kha	UPSID	KHASI
404	Li1964	khb	UPSID	LUE
405	Hangin1968	khk	UPSID	KHALKHA
405	Luvsanvandan1964	khk	UPSID	KHALKHA
405	Street1963	khk	UPSID	KHALKHA
405	Svantesson1985	khk	UPSID	KHALKHA
406	Counts1969	khl	UPSID	KALIAI
407	Ehrman1972	khm	UPSID	KHMER
407	Huffman1970a	khm	UPSID	KHMER
407	Huffman1970b	khm	UPSID	KHMER
407	Jacob1968	khm	UPSID	KHMER
408	Biligiri1965	khr	UPSID	KHARIA
408	Pinnow1959	khr	UPSID	KHARIA
409	Sivertsen1956	kio	UPSID	KIOWA
409	WatkinsMcKenzie1984	kio	UPSID	KIOWA
409	Harrington1928	kio	UPSID	KIOWA
410	HerbertPoppe1963	kir	UPSID	KIRGHIZ
410	Junusaliev1966	kir	UPSID	KIRGHIZ
411	Wurm1977	kjd	UPSID	SOUTHERN KIWAI
412	Svantesson1983	kjg	UPSID	KHMU?
413	Miller1966	kjq	UPSID	ACOMA
414	FranklinFranklin1962	kjs	UPSID	KEWA
415	Paulian1975	kkw	UPSID	TEKE
416	Barker1964	kla	UPSID	KLAMATH
417	Singler1979	klu	UPSID	KLAO
418	Kooyers_etal1971	kmo	UPSID	KWOMA
419	AbdullaMcCarus1967	kmr	UPSID	KURDISH
420	Newman1974	kna	UPSID	KANAKURU
421	Awobuluyi1971	knc	UPSID	KANURI
421	Hutchison1981	knc	UPSID	KANURI
421	Lukas1937	knc	UPSID	KANURI
422	Gajendragadkar1970	knn	UPSID	KONKANI
422	Madtha1984	knn	UPSID	KONKANI
422	Major1979	knn	UPSID	KONKANI
423	Cho1967	kor	UPSID	KOREAN
423	Kim1972	kor	UPSID	KOREAN
423	Kim1986	kor	UPSID	KOREAN
423	Martin1951	kor	UPSID	KOREAN
423	Martin1954	kor	UPSID	KOREAN
423	MartinLee1969	kor	UPSID	KOREAN
424	Shimizu1971	kpk	UPSID	KPAN
425	Manley1972	kpm	UPSID	SRE
426	Bubrix1949	kpv	UPSID	KOMI
426	Lytkin1966	kpv	UPSID	KOMI
427	Zhukova1980	kpy	UPSID	KORYAK
428	Montgomery1970	kpz	UPSID	SEBEI
429	Pfeiffer1972	kru	UPSID	KURUKH
429	Pinnow1964	kru	UPSID	KURUKH
430	Jones1961	ksw	UPSID	KAREN
431	Blake1979	ktg	UPSID	KALKATUNGU
432	Snyman1970	ktz	UPSID	!XU
432	Snyman1975	ktz	UPSID	!XU
433	TuckerBryan1966	kun	UPSID	KUNAMA
434	Pence1966	kup	UPSID	KUNIMAIPA
435	Sherzer1983	kvn	UPSID	CUNA
436	Keesing1985	kwd	UPSID	KWAIO
437	Boas1911	kwk	UPSID	KWAKW'ALA
437	Boas1947	kwk	UPSID	KWAKW'ALA
437	Grubb1977	kwk	UPSID	KWAKW'ALA
437	Newman1950	kwk	UPSID	KWAKW'ALA
438	Bright1957	kyh	UPSID	KAROK
439	Haudricourt1967	lbc	UPSID	LAKKIA
440	Khajdakov1966	lbe	UPSID	LAK
440	Murkelinskij1967	lbe	UPSID	LAK
440	Zhirkov1955	lbe	UPSID	LAK
441	Hofftmann1971	lef	UPSID	LELEMI
442	Anderson1986	lgg	UPSID	LUGBARA
442	Crazzolara1960	lgg	UPSID	LUGBARA
442	TuckerBryan1966	lgg	UPSID	LUGBARA
443	Matisoff1973	lhu	UPSID	LAHU
444	Ambrazas_etal1966	lit	UPSID	LITHUANIAN
444	Augustitis1964	lit	UPSID	LITHUANIAN
444	Senn1966	lit	UPSID	LITHUANIAN
445	BoasDeloria1941	lkt	UPSID	DAKOTA
446	Sachnine1982	lme	UPSID	LAME
447	Bright1965	lui	UPSID	LUISENO
447	Bright1968	lui	UPSID	LUISENO
447	Hyde1971	lui	UPSID	LUISENO
447	KroeberGrace1960	lui	UPSID	LUISENO
447	Malecot1963	lui	UPSID	LUISENO
448	Gregersen1961	luo	UPSID	LUO
449	Snyder1968	lut	UPSID	LUSHOOTSEED
450	Jamieson1976	maq	UPSID	MAZATEC
450	Jamieson1976b	maq	UPSID	MAZATEC
450	PikePike1947	maq	UPSID	MAZATEC
451	TuckerBryan1966	mas	UPSID	MAASAI
451	TuckerMpaayei1955	mas	UPSID	MAASAI
452	Pike1951	maz	UPSID	MAZAHUA
452	Spotts1953	maz	UPSID	MAZAHUA
453	Gudschinsky_etal1970	mbl	UPSID	MAXAKALI
454	PerrinHill1969	mcu	UPSID	MAMBILA
455	Hagege1970	mdd	UPSID	MBUM
456	TuckerBryan1966	mde	UPSID	MABA
457	Allan1976b	mdx	UPSID	DIZI
458	Pasch1986	mfc	UPSID	MBA-NE
459	Weiers1971	mhj	UPSID	MOGHOL
460	Ristinen1960	mhr	UPSID	MARI
461	HunterPike1969	mig	UPSID	MIXTEC
462	Todaeva1973	mjg	UPSID	MONGUOR
463	Austin1962	mnc	UPSID	MANCHU
464	Laycock1978	mhz	UPSID	MOR
465	BlackBlack1971	mor	UPSID	MORO
465	Schadeberg1981a	mor	UPSID	MORO
466	Birk1975	mpb	UPSID	MALAKMALAK
466	Tryon1974	mpb	UPSID	MALAKMALAK
467	CapellHinch1970	mph	UPSID	MAUNG
468	MacDonald1973	mps	UPSID	DADIBI
469	Voorhoeve1982	mqs	UPSID	WEST MAKIAN
469	Watuseke1976	mqs	UPSID	WEST MAKIAN
470	Hoffmann1963	mrt	UPSID	MARGI
470	Maddieson1987	mrt	UPSID	MARGI
471	McKaughan1958	mrw	UPSID	MARANAO
471	McKaughanMacaraya1967	mrw	UPSID	MARANAO
472	Crawford1963	mto	UPSID	MIXE
472	SchoenhalsSchoenhals1965	mto	UPSID	MIXE
473	Arensen1982	mur	UPSID	MURSI
473	TurtonBender1976	mur	UPSID	MURSI
474	StreetMollinjin1981	mwf	UPSID	MURINHPATHA
475	Kennedy1981	mwp	UPSID	KALA LAGAW YA
475	Wurm1972a	mwp	UPSID	KALA LAGAW YA
476	Okell1969	mya	UPSID	BURMESE
477	Everett1982	myp	UPSID	PIRAHA
477	Rodrigues1980	myp	UPSID	PIRAHA
477	Sheldon1974	myp	UPSID	PIRAHA
478	Shimizu1983	mzm	UPSID	MUMUYE
479	JudyJudy1962	mzp	UPSID	MOVIMA
480	Price1976	nab	UPSID	SOUTHERN NAMBIQUARA
481	Jiahua1960	nan	UPSID	XIAMEN
482	Beach1938	naq	UPSID	NAMA
482	LadefogedTraill1980	naq	UPSID	NAMA
483	HurdHurd1966	nas	UPSID	NASIOI
484	SapirHoijer1967	nav	UPSID	NAVAJO
485	Bradley1975	nbf	UPSID	NAXI
485	Jiang1980	nbf	UPSID	NAXI
486	Brockway1963	ncj	UPSID	NAHUATL
486	Law1955	ncj	UPSID	NAHUATL
486	SchumannGarcia1966	ncj	UPSID	NAHUATL
487	Gueye1986	ndv	UPSID	NDUT
488	Bandhu_etal1971	nep	UPSID	NEPALI
489	HaleHale1969	new	UPSID	NEWARI
489	Manandhar1986	new	UPSID	NEWARI
490	Aoki1966	nez	UPSID	NEZ PERCE
490	Aoki1970	nez	UPSID	NEZ PERCE
490	Aoki1970a	nez	UPSID	NEZ PERCE
491	Schuh1972	ngi	UPSID	NGIZIM
492	Hyman1981	nhu	UPSID	NONI
493	Boyeldieu1985	nie	UPSID	LUA
494	Castren1966	nio	UPSID	NGANASAN
494	Tereshchenko1966b	nio	UPSID	NGANASAN
494	Tereshchenko1979	nio	UPSID	NGANASAN
495	Anceaux1965	nir	UPSID	NIMBORAN
496	Austerlitz1956	niv	UPSID	NIVKH
496	Krejnovich1937	niv	UPSID	NIVKH
496	Panfilov1962	niv	UPSID	NIVKH
496	Panfilov1968	niv	UPSID	NIVKH
496	ZinderMatusevich1937	niv	UPSID	NIVKH
497	Gurubasave-Gowda1972	njo	UPSID	AO
497	Gurubasave-Gowda1975	njo	UPSID	AO
498	Shipley1956	nmu	UPSID	MAIDU
498	Shipley1964	nmu	UPSID	MAIDU
499	Vanvik1972	nob	UPSID	NORWEGIAN
500	Jacobsen1969	noo	UPSID	TSESHAHT
500	SapirMorris1939	noo	UPSID	TSESHAHT
500	SapirMorris1955	noo	UPSID	TSESHAHT
501	Bender1968	nrb	UPSID	NERA
501	Thompson1976	nrb	UPSID	NERA
502	Li1977	nut	UPSID	LUNGCHOW
503	HughesLeeding1971	nuy	UPSID	NUNGGUBUYU
504	Stevenson1957	nyi	UPSID	NYIMANG
504	TuckerBryan1966	nyi	UPSID	NYIMANG
505	Heine1975a	nyp	UPSID	NYANGI
506	AgnewPike1957	oca	UPSID	OCAINA
507	Williamson1972	ogb	UPSID	OGBIA
507	Williamson1970	ogb	UPSID	OGBIA
508	Bloomfield1957	ojg	UPSID	OJIBWA
509	Hale1959	ood	UPSID	PAPAGO
509	Saxton1963	ood	UPSID	PAPAGO
510	Efimov1986	oru	UPSID	ORMURI
511	Watson1964	pac	UPSID	PACOH
512	Holt1986	pay	UPSID	PAYA
513	Gerdel1973	pbb	UPSID	PAEZ
514	Cauty1974	pbh	UPSID	PANARE
514	Cauty1974b	pbh	UPSID	PANARE
514	Cauty1978	pbh	UPSID	PANARE
515	Gedney1965	pcc	UPSID	YAY
516	Obolensky_etal1963	pes	UPSID	FARSI
517	Dahl1952	plt	UPSID	MALAGASY
517	Dyen1971	plt	UPSID	MALAGASY
518	Moshinsky1974	pom	UPSID	POMO
519	Rehg1981	pon	UPSID	POHNPEIAN
519	Rehg1984	pon	UPSID	POHNPEIAN
519	Rehg1984a	pon	UPSID	POHNPEIAN
520	Diffloth1980	prk	UPSID	PARAUK
520	MaddiesonLadefoged1985	prk	UPSID	PARAUK
520	QiuNie1980	prk	UPSID	PARAUK
521	Grjunberg1987	pst	UPSID	PASHTO
521	Penzl1955	pst	UPSID	PASHTO
521	Shafeev1964	pst	UPSID	PASHTO
522	Ferrel1982	pwn	UPSID	PAIWAN
522	Ho1977	pwn	UPSID	PAIWAN
523	Cooke_etal1976	pww	UPSID	PHLONG
524	Bills_etal1969	quh	UPSID	QUECHUA
524	Lastra1968	quh	UPSID	QUECHUA
524	Parker1969	quh	UPSID	QUECHUA
525	Powell1975	qui	UPSID	QUILEUTE
526	Allin1976	rgr	UPSID	RESIGARO
527	Agard1958	ron	UPSID	ROMANIAN
527	Tataru1978	ron	UPSID	ROMANIAN
527	Ruhlen1973	ron	UPSID	ROMANIAN
528	Firchow1969	roo	UPSID	ROTOKAS
529	Bluhme1970	rro	UPSID	RORO
529	Davis1974	rro	UPSID	RORO
530	Halle1959	rus	UPSID	RUSSIAN
530	JonesWard1969	rus	UPSID	RUSSIAN
531	Dzhejranishvili1967	rut	UPSID	RUTUL
531	Ibragimov1978	rut	UPSID	RUTUL
532	Dempwolff1916	sad	UPSID	SANDAWE
532	Elderkin1982	sad	UPSID	SANDAWE
532	Tucker_etal1977	sad	UPSID	SANDAWE
533	Samarin1967a	sag	UPSID	SANGO
533	Samarin1967b	sag	UPSID	SANGO
534	Bohtlingk1964	sah	UPSID	YAKUT
534	Krueger1962	sah	UPSID	YAKUT
534	Ubrjatova1966	sah	UPSID	YAKUT
535	Smith1968	sed	UPSID	SEDANG
536	Chafe1967	see	UPSID	SENECA
537	Welmers1950	sef	UPSID	SENADI
538	Katz1975a	sel	UPSID	SELKUP
539	Prost1956	ses	UPSID	SONGHAI
539	Williamson1967	ses	UPSID	SONGHAI
540	Cowan1965	set	UPSID	SENTANI
541	MigliazzaGrimes1961	shb	UPSID	SHIRIANA
542	Applegate1958	shi	UPSID	SHILHA
543	Kuipers1974	shs	UPSID	SHUSWAP
544	Silver1964	sht	UPSID	SHASTA
545	CoatesSilva1960	sin	UPSID	SINHALESE
546	Harms1984	sja	UPSID	EPENA PEDEE
546	Harms1985	sja	UPSID	EPENA PEDEE
547	Broadbent1964	skd	UPSID	SIERRA MIWOK
547	Freeland1951	skd	UPSID	SIERRA MIWOK
548	Benaissa1979	slc	UPSID	SALIBA
549	Hasselbrink1965	sma	UPSID	SAAMI
549	Kert1971	sma	UPSID	SAAMI
550	WheelerWheeler1962	snn	UPSID	SIONA
551	Clayre1973	snv	UPSID	SA'BAN
552	Andrzejewsky1955	som	UPSID	SOMALI
552	Andrzejewsky1956	som	UPSID	SOMALI
552	Armstrong1964	som	UPSID	SOMALI
552	Cardona1981	som	UPSID	SOMALI
552	Farnetani1981	som	UPSID	SOMALI
553	Harris1969	spa	UPSID	SPANISH
553	Navarro1961	spa	UPSID	SPANISH
553	SaportaContreras1962	spa	UPSID	SPANISH
554	McElhanon1970a	spl	UPSID	SELEPET
554	McElhanon1970b	spl	UPSID	SELEPET
555	Johnstone1975	sqt	UPSID	SOCOTRI
555	Leslau1938	sqt	UPSID	SOCOTRI
556	Priest1968	srq	UPSID	SIRIONO
557	Wurm1972b	stc	UPSID	NAMBAKAENGO
558	Wilson1969	sue	UPSID	SUENA
559	Todd1975	svs	UPSID	SAVOSAVO
560	Li1948	swi	UPSID	SUI
561	Mazaudon1973	taj	UPSID	TAMANG
562	Egerod1966	tay	UPSID	ATAYAL
563	Hanke1956	tba	UPSID	HUARI
564	TuckerBryan1966	tbi	UPSID	TABI
565	Anderson1962	tca	UPSID	TICUNA
565	Anderson1959	tca	UPSID	TICUNA
566	Bhat1967	tcy	UPSID	TULU
567	Gerzenstein1968	teh	UPSID	TEHUELCHE
568	Kelley1963	tel	UPSID	TELUGU
568	Kostic_etal1977	tel	UPSID	TELUGU
568	Krishnamurti1961	tel	UPSID	TELUGU
568	Lisker1963	tel	UPSID	TELUGU
568	Sastry1972	tel	UPSID	TELUGU
569	Dalby1966	tem	UPSID	TEMNE
569	Wilson1961	tem	UPSID	TEMNE
570	TuckerBryan1966	teq	UPSID	TEMEIN
571	Morris1984	tet	UPSID	TETUN
572	Beaumont1979	tgc	UPSID	TIGAK
573	Bloomfield1917	tgl	UPSID	TAGALOG
573	SchachterOtanes1972	tgl	UPSID	TAGALOG
574	Abramson1962	tha	UPSID	THAI
574	Haas1956	tha	UPSID	THAI
574	Haas1964	tha	UPSID	THAI
574	Kruatrachue1960	tha	UPSID	THAI
574	Noss1954	tha	UPSID	THAI
574	Noss1964	tha	UPSID	THAI
575	Prasse1972	thv	UPSID	TAMASHEQ
576	Klingenheben1966	tig	UPSID	TIGRE
576	Palmer1962	tig	UPSID	TIGRE
577	Osborne1974	tiw	UPSID	TIWI
577	Lee1983	tiw	UPSID	TIWI
577	Lee1984	tiw	UPSID	TIWI
578	Post1966	tiy	UPSID	TIRURAY
578	Schlegel1971	tiy	UPSID	TIRURAY
579	StoryNaish1973	tli	UPSID	TLINGIT
579	Swanton1909	tli	UPSID	TLINGIT
579	Swanton1911	tli	UPSID	TLINGIT
580	Schadeberg1981b	tlo	UPSID	JOMANG
581	TuckerBryan1966	tma	UPSID	TAMA
582	Voorhoeve1965	tml	UPSID	ASMAT
583	Key1968	tna	UPSID	TACANA
583	Van-Wynen1962	tna	UPSID	TACANA
584	Lynch1978	tnl	UPSID	LENAKEL
585	Aschmann1946	top	UPSID	TOTONAC
586	Bergman_etal1969	tpm	UPSID	TAMPULMA
587	Suarez1983	tpx	UPSID	TLAPANEC
588	Trumai1975	tpy	UPSID	TRUMAI
589	Brown1973	tqo	UPSID	TAORIPI
590	Hoijer1946	tqw	UPSID	TONKAWA
590	Hoijer1949	tqw	UPSID	TONKAWA
590	Hoijer1972	tqw	UPSID	TONKAWA
591	Garbell1965	trg	UPSID	NEO-ARAMAIC
592	Dunn1978	tsi	UPSID	TSIMSHIAN
592	Dunn1979	tsi	UPSID	TSIMSHIAN
592	Hoard1978	tsi	UPSID	TSIMSHIAN
592	Mulder1988	tsi	UPSID	TSIMSHIAN
593	Tung1964	tsu	UPSID	TSOU
594	Foster1969	tsz	UPSID	TARASCAN
594	Friedrich1975	tsz	UPSID	TARASCAN
595	Newman1970	ttr	UPSID	TERA
596	Haas1941	tun	UPSID	TUNICA
597	Lees1961	tur	UPSID	TURKISH
597	Swift1963	tur	UPSID	TURKISH
598	HoijerDozier1949	twf	UPSID	PICURIS
598	Trager1971	twf	UPSID	PICURIS
599	Sat1966	tyv	UPSID	TUVA
599	Seglenmej1979	tyv	UPSID	TUVA
599	Song1982	tyv	UPSID	TUVA
600	Kaufman1971	tzh	UPSID	TZELTAL
601	CoateElkin1974	ung	UPSID	NGARINJIN
602	GumperzBilibiri1957	unr	UPSID	MUNDARI
602	Pinnow1959	unr	UPSID	MUNDARI
603	Sjoberg1963	uzn	UPSID	UZBEK
603	Sjoberg1962	uzn	UPSID	UZBEK
604	Ross1980	vam	UPSID	VANIMO
605	Nguyen1974	vie	UPSID	VIETNAMESE
605	Thompson1965	vie	UPSID	VIETNAMESE
606	Dixon1966a	vmb	UPSID	MBABARAM
606	Dixon1966b	vmb	UPSID	MBABARAM
607	Sawyer1965	wao	UPSID	WAPPO
608	Tracy1972	wap	UPSID	WAPISHANA
609	Osborn1966	wba	UPSID	WARAO
610	Phillips1976	wgi	UPSID	WAHGI
611	Garvin1950	wic	UPSID	WICHITA
611	Rood1975	wic	UPSID	WICHITA
612	McConnel1945	wim	UPSID	WIK-MUNKAN
612	SayersGodfrey1964	wim	UPSID	WIK-MUNKAN
613	BroadbentPitkin1964	wit	UPSID	WINTU
614	Teeter1964	wiy	UPSID	WIYOT
615	Davis1969	wnc	UPSID	WANTOAT
616	Reesink1987	wnu	UPSID	USAN
617	Stokhof1979	woi	UPSID	WOISIKA
618	ManessySauvageot1963	wol	UPSID	WOLOF
618	Sauvageot1965	wol	UPSID	WOLOF
618	Ward1963	wol	UPSID	WOLOF
619	Brown1988	wrs	UPSID	WARIS
620	Harvey1986	wrz	UPSID	WARAY
621	Triulzi_etal1976	wti	UPSID	BERTA
622	Chao1970	wuu	UPSID	CHANGZHOU
623	Donaldson1980	wyb	UPSID	NGIYAMBAA
624	Zigmond_etal1988	xaw	UPSID	KAWAIISU
625	TuckerBryan1966	xom	UPSID	KOMA
626	Hyman1973	xpe	UPSID	KPELLE
626	Welmers1962	xpe	UPSID	KPELLE
626	Welmers1973	xpe	UPSID	KPELLE
627	Abdalla1973	xtc	UPSID	KADUGLI
628	Payne1985	yad	UPSID	YAGUA
629	Crumrine1961	yaq	UPSID	YAQUI
629	Johnson1962	yaq	UPSID	YAQUI
630	SchauerSchauer1967	ycn	UPSID	YUCUNA
631	Robinson1976	yer	UPSID	TAROK
632	Haiman1980	ygr	UPSID	YAGARIA
632	Renck1967	ygr	UPSID	YAGARIA
632	Renck1975	ygr	UPSID	YAGARIA
633	Dixon1977	yii	UPSID	YIDINY
634	Krejnovich1958	ykg	UPSID	YUKAGHIR
634	Krejnovich1968b	ykg	UPSID	YUKAGHIR
635	SapirSwadesh1960	ynn	UPSID	YANA
636	Bamgbose1966	yor	UPSID	YORUBA
637	WeimerWeimer1972	yrb	UPSID	YAREBA
638	Decsy1966	yrk	UPSID	NENETS
638	Hajdu1963	yrk	UPSID	NENETS
638	Katz1975	yrk	UPSID	NENETS
638	Ristinen1965	yrk	UPSID	NENETS
638	Ristinen1968	yrk	UPSID	NENETS
638	Tereshchenko1966a	yrk	UPSID	NENETS
639	ForemanMarten1973	yss	UPSID	YESSAN-MAYO
640	Straight1976	yua	UPSID	YUCATEC
641	Ballard1975	yuc	UPSID	YUCHI
641	Crawford1973	yuc	UPSID	YUCHI
642	Chan1980	yue	UPSID	TAISHAN
642	Chao1951	yue	UPSID	TAISHAN
642	Chao1947	yue	UPSID	TAISHAN
642	Cheng1973a	yue	UPSID	TAISHAN
643	Boyeldieu1987	yul	UPSID	YULU
644	Jones1986	yva	UPSID	YAWA
645	TuckerHackett1959	zne	UPSID	AZANDE
646	Wonderly1951	zoc	UPSID	ZOQUE
647	Doke1926	zul	UPSID	ZULU
647	Doke1961	zul	UPSID	ZULU
647	RycroftNgcobe1979	zul	UPSID	ZULU
648	Newman1965	zun	UPSID	ZUNI
648	Walker1972	zun	UPSID	ZUNI
649	Hartell1993	abi	AA	Abidji
649	Chanard2006	abi	AA	Abidji
650	Hartell1993	adj	AA	Adioukrou
650	Chanard2006	adj	AA	Adioukrou
651	Hartell1993	ajg	AA	Adja (B{\'e}nin)
651	Hartell1993	ajg	AA	Adja (Togo)
652	Chanard2006	ajg	AA	Adja (B{\'e}Nin)
652	Chanard2006	ajg	AA	Adja (Togo)
653	Hartell1993	mtb	AA	Agni Sanvi
653	Chanard2006	mtb	AA	Agni Sanvi
654	Hartell1993	ahl	AA	Ahl{\~o}
654	Chanard2006	ahl	AA	Ahl{\~o}
655	Hartell1993	aka	AA	Akan
655	Chanard2006	aka	AA	Akan
656	Hartell1993	bss	AA	Ak{\textopeno}{\textopeno}se (Bakossi)
656	Chanard2006	bss	AA	Ak{\textopeno}{\textopeno}se (Bakossi)
657	Hartell1993	anc	AA	Angas
657	Chanard2006	anc	AA	Angas
658	Hartell1993	cko	AA	Anuf{\textopeno} 
658	Chanard2006	cko	AA	Anuf{\textopeno} 
659	Hartell1993	apd	AA	Arabe
659	Chanard2006	apd	AA	Arabe
660	Hartell1993	avu	AA	Avokaya
660	Chanard2006	avu	AA	Avokaya
661	Hartell1993	bav	AA	Babungo
661	Chanard2006	bav	AA	Babungo
662	Hartell1993	bfd	AA	Bafut
662	Chanard2006	bfd	AA	Bafut
663	Hartell1993	bkc	AA	Baka
663	Chanard2006	bkc	AA	Baka
664	Hartell1993	bam	AA	Bambara
664	Chanard2006	bam	AA	Bambara
665	Hartell1993	bfl	AA	Banda (CAF)
665	Hartell1993	bfl	AA	Banda (Sudan)
666	Chanard2006	bfl	AA	Banda (CAF)
666	Chanard2006	bfl	AA	Banda (Sudan)
667	Hartell1993	bza	AA	Bandi (Gbande)
667	Chanard2006	bza	AA	Bandi (Gbande)
668	Hartell1993	bci	AA	Baoul{\'e}
668	Chanard2006	bci	AA	Baoul{\'e}
669	Hartell1993	bba	AA	Bariba
669	Chanard2006	bba	AA	Bariba
670	Hartell1993	bas	AA	Basaa
